pair_id,band,paradigm,source_index,source_pair_id,prefix,suffix,good_verb,bad_verb,sentence_good,sentence_bad,good_whole_lp,good_verb_lp,good_suffix_lp,good_by_lp,good_n_scored_tokens,good_verb_tokens,bad_whole_lp,bad_verb_lp,bad_suffix_lp,bad_by_lp,bad_n_scored_tokens,bad_verb_tokens,whole_margin,verb_margin,suffix_margin,by_margin,correct
head/passive_2/306,head,passive_2,306,306,Those ambassadors were ,.,fascinated,complained,Those ambassadors were fascinated.,Those ambassadors were complained.,-27.028868973255157,-10.011972427368164,-2.710684061050415,0.0,5,1,-31.718082010746002,-11.465097427368164,-5.94677209854126,0.0,5,1,4.689213037490845,1.453125,3.2360880374908447,0.0,1
head/passive_2/307,head,passive_2,307,307,The businessman is ,.,saturated,remarked,The businessman is saturated.,The businessman is remarked.,-33.854475259780884,-14.575331687927246,-4.630688667297363,0.0,4,1,-34.312198877334595,-14.747206687927246,-4.916537284851074,0.0,4,1,0.45772361755371094,0.171875,0.28584861755371094,0.0,1
head/passive_2/308,head,passive_2,308,308,Every patty was ,.,awarded,occurred,Every patty was awarded.,Every patty was occurred.,-28.89102792739868,-7.034721374511719,-3.603475570678711,0.0,5,1,-37.41419315338135,-16.11675262451172,-3.044609546661377,0.0,5,1,8.523165225982666,9.08203125,-0.558866024017334,0.0,1
head/passive_2/309,head,passive_2,309,309,Dudes weren't ,.,dreamed,reacted,Dudes weren't dreamed.,Dudes weren't reacted.,-36.572624027729034,-13.658126831054688,-4.017422199249268,0.0,5,1,-36.07432299852371,-13.626876831054688,-3.5503711700439453,0.0,5,1,-0.49830102920532227,-0.03125,-0.46705102920532227,0.0,0
head/passive_2/310,head,passive_2,310,310,All socialists' daughter wasn't ,.,targeted,struggled,All socialists' daughter wasn't targeted.,All socialists' daughter wasn't struggled.,-52.35843418631703,-10.360252380371094,-2.0914344787597656,0.0,8,1,-59.39829658064991,-15.639549255371094,-3.8519999980926514,0.0,8,1,7.039862394332886,5.279296875,1.7605655193328857,0.0,1
head/passive_2/311,head,passive_2,311,311,Those residents were ,.,granted,laughed,Those residents were granted.,Those residents were laughed.,-27.501256942749023,-6.180309772491455,-9.210339546203613,0.0,4,1,-31.513821125030518,-11.524059295654297,-7.879154205322266,0.0,4,1,4.012564182281494,5.343749523162842,-1.3311853408813477,0.0,1
head/passive_2/312,head,passive_2,312,312,Those experts are ,.,qualified,lied,Those experts are qualified.,Those experts are lied.,-23.56302285194397,-8.536434173583984,-3.359964370727539,0.0,4,1,-26.836244583129883,-12.442684173583984,-2.726936101913452,0.0,4,1,3.273221731185913,3.90625,-0.6330282688140869,0.0,1
head/passive_2/313,head,passive_2,313,313,The rally isn't ,.,characterized,remarked,The rally isn't characterized.,The rally isn't remarked.,-38.406374335289,-11.61512565612793,-7.266722202301025,0.0,5,1,-38.70180690288544,-15.02918815612793,-4.148092269897461,0.0,5,1,0.29543256759643555,3.4140625,-3.1186299324035645,0.0,1
head/passive_2/314,head,passive_2,314,314,A commander wasn't ,.,owed,arrived,A commander wasn't owed.,A commander wasn't arrived.,-35.111079186201096,-10.882073402404785,-3.9743692874908447,0.0,5,1,-34.185866087675095,-11.819573402404785,-2.1116561889648438,0.0,5,1,-0.925213098526001,0.9375,-1.862713098526001,0.0,0
head/passive_2/315,head,passive_2,315,315,A lot of colleagues are ,.,earned,emerged,A lot of colleagues are earned.,A lot of colleagues are emerged.,-36.774463668465614,-15.323494911193848,-2.4297292232513428,0.0,6,1,-38.022566094994545,-15.678963661193848,-3.3223628997802734,0.0,6,1,1.2481024265289307,0.35546875,0.8926336765289307,0.0,1
head/passive_2/316,head,passive_2,316,316,Noah was ,.,characterized,died,Noah was characterized.,Noah was died.,-29.19945502281189,-11.275425910949707,-7.142378330230713,0.0,4,1,-26.499423027038574,-13.134800910949707,-2.5829713344573975,0.0,4,1,-2.7000319957733154,1.859375,-4.559406995773315,0.0,0
head/passive_2/317,head,passive_2,317,317,Some vampire was ,.,pleased,remained,Some vampire was pleased.,Some vampire was remained.,-27.13189923763275,-7.879395484924316,-1.8512972593307495,0.0,4,1,-34.13582491874695,-14.395020484924316,-2.3395979404449463,0.0,4,1,7.003925681114197,6.515625,0.4883006811141968,0.0,1
head/passive_2/318,head,passive_2,318,318,All performers are ,.,formulated,remarked,All performers are formulated.,All performers are remarked.,-34.56155467033386,-14.696161270141602,-6.503165245056152,0.0,4,1,-30.553982973098755,-13.532098770141602,-3.659656047821045,0.0,4,1,-4.007571697235107,-1.1640625,-2.8435091972351074,0.0,0
head/passive_2/319,head,passive_2,319,319,This amateur was ,.,eliminated,responded,This amateur was eliminated.,This amateur was responded.,-27.80883502960205,-8.23731803894043,-3.271087169647217,0.0,4,1,-34.35718297958374,-12.47169303894043,-5.585060119628906,0.0,4,1,6.5483479499816895,4.234375,2.3139729499816895,0.0,1
head/passive_2/320,head,passive_2,320,320,Those observers' brother isn't ,.,reminded,replied,Those observers' brother isn't reminded.,Those observers' brother isn't replied.,-52.57918759435415,-12.94383430480957,-4.059171676635742,0.0,7,1,-52.03955193608999,-13.78758430480957,-2.675786018371582,0.0,7,1,-0.5396356582641602,0.84375,-1.3833856582641602,0.0,0
head/passive_2/321,head,passive_2,321,321,A jonah wasn't ,.,authorized,lied,A jonah wasn't authorized.,A jonah wasn't lied.,-40.22843161225319,-9.119407653808594,-3.5743117332458496,0.0,7,1,-40.41657844185829,-10.619407653808594,-2.262458562850952,0.0,7,1,0.18814682960510254,1.5,-1.3118531703948975,0.0,1
head/passive_2/322,head,passive_2,322,322,That actor wasn't ,.,starred,arrived,That actor wasn't starred.,That actor wasn't arrived.,-34.4927262365818,-12.445021629333496,-4.16609001159668,0.0,5,1,-33.48699679970741,-12.679396629333496,-2.92598557472229,0.0,5,1,-1.0057294368743896,0.234375,-1.2401044368743896,0.0,0
head/passive_2/323,head,passive_2,323,323,A rider wasn't ,.,abolished,lied,A rider wasn't abolished.,A rider wasn't lied.,-36.320478051900864,-13.999018669128418,-1.865741491317749,0.0,5,1,-35.95926508307457,-13.170893669128418,-2.332653522491455,0.0,5,1,-0.36121296882629395,-0.828125,0.46691203117370605,0.0,0
head/passive_2/324,head,passive_2,324,324,A disease wasn't ,.,extracted,emerged,A disease wasn't extracted.,A disease wasn't emerged.,-34.38482329249382,-11.962879180908203,-2.3975796699523926,0.0,5,1,-34.02167508006096,-11.462879180908203,-2.5344314575195312,0.0,5,1,-0.36314821243286133,-0.5,0.13685178756713867,0.0,0
head/passive_2/325,head,passive_2,325,325,Some chain was ,.,lent,vanished,Some chain was lent.,Some chain was vanished.,-33.61152791976929,-10.840274810791016,-4.561668395996094,0.0,4,1,-32.58900535106659,-12.574649810791016,-1.804770827293396,0.0,4,1,-1.0225225687026978,1.734375,-2.7568975687026978,0.0,0
head/passive_2/326,head,passive_2,326,326,All athletes are ,.,appointed,proceeded,All athletes are appointed.,All athletes are proceeded.,-27.49954390525818,-9.031373023986816,-5.773848533630371,0.0,4,1,-32.061286211013794,-14.343873023986816,-5.023090839385986,0.0,4,1,4.561742305755615,5.3125,-0.7507576942443848,0.0,1
head/passive_2/327,head,passive_2,327,327,These coats were ,.,expelled,emerged,These coats were expelled.,These coats were emerged.,-28.175213098526,-11.269502639770508,-3.755500078201294,0.0,4,1,-31.37712287902832,-13.363252639770508,-4.863659858703613,0.0,4,1,3.2019097805023193,2.09375,1.1081597805023193,0.0,1
head/passive_2/328,head,passive_2,328,328,This spouse was ,.,confined,replied,This spouse was confined.,This spouse was replied.,-29.43936538696289,-9.215270042419434,-5.3134026527404785,0.0,4,1,-32.82652759552002,-13.168395042419434,-4.747439861297607,0.0,4,1,3.387162208557129,3.953125,-0.5659627914428711,0.0,1
head/passive_2/329,head,passive_2,329,329,These candles were ,.,scaled,existed,These candles were scaled.,These candles were existed.,-29.487313985824585,-11.263836860656738,-4.105291843414307,0.0,4,1,-31.807918071746826,-13.779461860656738,-3.910270929336548,0.0,4,1,2.320604085922241,2.515625,-0.1950209140777588,0.0,1
head/passive_2/330,head,passive_2,330,330,Some gentlemen weren't ,.,reminded,progressed,Some gentlemen weren't reminded.,Some gentlemen weren't progressed.,-35.489946372807026,-11.548063278198242,-4.6386213302612305,0.0,5,1,-37.82894564419985,-15.563688278198242,-2.9619956016540527,0.0,5,1,2.3389992713928223,4.015625,-1.6766257286071777,0.0,1
head/passive_2/331,head,passive_2,331,331,Some magician was ,.,welcomed,emerged,Some magician was welcomed.,Some magician was emerged.,-31.142516613006592,-9.906055450439453,-3.1860384941101074,0.0,5,1,-33.41896724700928,-13.109180450439453,-2.259364128112793,0.0,5,1,2.2764506340026855,3.203125,-0.9266743659973145,0.0,1
head/passive_2/332,head,passive_2,332,332,Every ladder isn't ,.,poisoned,vanished,Every ladder isn't poisoned.,Every ladder isn't vanished.,-38.47745501995087,-12.460895538330078,-2.0314860343933105,0.0,5,1,-39.34666466712952,-13.601520538330078,-1.7600706815719604,0.0,5,1,0.8692096471786499,1.140625,-0.2714153528213501,0.0,1
head/passive_2/333,head,passive_2,333,333,The girl was ,.,acclaimed,struggled,The girl was acclaimed.,The girl was struggled.,-25.54338049888611,-12.062273025512695,-3.6281847953796387,0.0,4,1,-27.010817766189575,-13.077898025512695,-4.0799970626831055,0.0,4,1,1.4674372673034668,1.015625,0.4518122673034668,0.0,1
head/passive_2/334,head,passive_2,334,334,Every discharge is ,.,delayed,lied,Every discharge is delayed.,Every discharge is lied.,-24.96820855140686,-7.568202972412109,-3.0475149154663086,0.0,4,1,-32.03813362121582,-14.24007797241211,-3.4455649852752686,0.0,4,1,7.06992506980896,6.671875,0.39805006980895996,0.0,1
head/passive_2/335,head,passive_2,335,335,These avengers were ,.,attracted,screamed,These avengers were attracted.,These avengers were screamed.,-31.13497519493103,-8.179244995117188,-5.052196979522705,0.0,5,1,-34.447439432144165,-11.694869995117188,-4.84903621673584,0.0,5,1,3.3124642372131348,3.515625,-0.20316076278686523,0.0,1
head/passive_2/336,head,passive_2,336,336,A dean wasn't ,.,tracked,existed,A dean wasn't tracked.,A dean wasn't existed.,-38.01475900411606,-12.254465103149414,-2.7075252532958984,0.0,6,1,-39.71505135297775,-14.707590103149414,-1.9546926021575928,0.0,6,1,1.7002923488616943,2.453125,-0.7528326511383057,0.0,1
head/passive_2/337,head,passive_2,337,337,A captain wasn't ,.,consumed,remained,A captain wasn't consumed.,A captain wasn't remained.,-34.99030402302742,-12.158980369567871,-3.6815624237060547,0.0,5,1,-38.098717004060745,-15.510542869567871,-3.43841290473938,0.0,5,1,3.108412981033325,3.3515625,-0.2431495189666748,0.0,1
head/passive_2/338,head,passive_2,338,338,The groom was ,.,frustrated,complained,The groom was frustrated.,The groom was complained.,-25.61603045463562,-9.322358131408691,-2.2912652492523193,0.0,4,1,-31.453373432159424,-12.369233131408691,-5.081733226776123,0.0,4,1,5.837342977523804,3.046875,2.7904679775238037,0.0,1
head/passive_2/339,head,passive_2,339,339,Every twitch is ,.,noted,remained,Every twitch is noted.,Every twitch is remained.,-26.088913440704346,-8.70284652709961,-2.2350587844848633,0.0,5,1,-31.930203914642334,-14.48409652709961,-2.2950992584228516,0.0,5,1,5.841290473937988,5.78125,0.06004047393798828,0.0,1
head/passive_2/340,head,passive_2,340,340,All buddies weren't ,.,guided,arrived,All buddies weren't guided.,All buddies weren't arrived.,-39.03173804283142,-12.655878067016602,-3.783642530441284,0.0,6,1,-36.743229389190674,-11.968378067016602,-2.182633876800537,0.0,6,1,-2.288508653640747,-0.6875,-1.601008653640747,0.0,0
head/passive_2/341,head,passive_2,341,341,Every bully is ,.,seated,testified,Every bully is seated.,Every bully is testified.,-31.45224893093109,-12.69846248626709,-4.32867956161499,0.0,4,1,-32.63534343242645,-14.95627498626709,-3.2539615631103516,0.0,4,1,1.1830945014953613,2.2578125,-1.0747179985046387,0.0,1
head/passive_2/342,head,passive_2,342,342,The fellas weren't ,.,measured,emerged,The fellas weren't measured.,The fellas weren't emerged.,-34.2468024790287,-12.834439277648926,-2.5670652389526367,0.0,6,1,-37.37476649880409,-15.506314277648926,-3.0231542587280273,0.0,6,1,3.1279640197753906,2.671875,0.4560890197753906,0.0,1
head/passive_2/343,head,passive_2,343,343,Teresa is ,.,promoted,struggled,Teresa is promoted.,Teresa is struggled.,-25.204105377197266,-9.920040130615234,-3.5639238357543945,0.0,4,1,-29.568522930145264,-13.795040130615234,-4.053341388702393,0.0,4,1,4.364417552947998,3.875,0.48941755294799805,0.0,1
head/passive_2/344,head,passive_2,344,344,A lot of descendants are ,.,pleased,laughed,A lot of descendants are pleased.,A lot of descendants are laughed.,-33.73357178270817,-7.321627616882324,-3.6758856773376465,0.0,6,1,-43.252586618065834,-12.212252616882324,-8.304275512695312,0.0,6,1,9.519014835357666,4.890625,4.628389835357666,0.0,1
head/passive_2/345,head,passive_2,345,345,That boil was ,.,noted,lied,That boil was noted.,That boil was lied.,-28.35163164138794,-9.88121223449707,-2.6498770713806152,0.0,4,1,-32.46998596191406,-14.16246223449707,-2.4869813919067383,0.0,4,1,4.118354320526123,4.28125,-0.16289567947387695,0.0,1
head/passive_2/346,head,passive_2,346,346,Emily was ,.,stationed,replied,Emily was stationed.,Emily was replied.,-22.046616077423096,-9.478105545043945,-6.273633003234863,0.0,4,1,-22.303146362304688,-13.087480545043945,-2.920788288116455,0.0,4,1,0.2565302848815918,3.609375,-3.352844715118408,0.0,1
head/passive_2/347,head,passive_2,347,347,A taxpayer isn't ,.,instructed,remained,A taxpayer isn't instructed.,A taxpayer isn't remained.,-38.903072118759155,-11.437800407409668,-6.532431125640869,0.0,5,1,-43.34967350959778,-16.73467445373535,-5.682158470153809,0.0,5,1,4.446601390838623,5.296874046325684,-0.8502726554870605,0.0,1
head/passive_2/348,head,passive_2,348,348,The receiver's classmates weren't ,.,concerned,complained,The receiver's classmates weren't concerned.,The receiver's classmates weren't complained.,-39.91592458356172,-5.94000244140625,-1.3918057680130005,0.0,7,1,-51.06195727456361,-14.06500244140625,-4.412838459014893,0.0,7,1,11.146032691001892,8.125,3.021032691001892,0.0,1
head/passive_2/349,head,passive_2,349,349,Sponsors weren't ,.,named,remarked,Sponsors weren't named.,Sponsors weren't remarked.,-26.109019339084625,-5.951404571533203,-1.490409016609192,0.0,6,1,-35.72428745031357,-14.232654571533203,-2.8244271278381348,0.0,6,1,9.615268111228943,8.28125,1.3340181112289429,0.0,1
head/passive_2/350,head,passive_2,350,350,Prints of some photograph were ,.,weighted,vanished,Prints of some photograph were weighted.,Prints of some photograph were vanished.,-45.46610069274902,-12.898004531860352,-3.564950942993164,0.0,7,1,-43.903722524642944,-13.429254531860352,-1.471322774887085,0.0,7,1,-1.562378168106079,0.53125,-2.093628168106079,0.0,0
head/passive_2/351,head,passive_2,351,351,Those companions aren't ,.,received,competed,Those companions aren't received.,Those companions aren't competed.,-31.80186814814806,-11.798665046691895,-2.984668016433716,0.0,5,1,-36.25541801005602,-15.759602546691895,-3.477280378341675,0.0,5,1,4.453549861907959,3.9609375,0.492612361907959,0.0,1
head/passive_2/352,head,passive_2,352,352,Some criminals are ,.,elected,proceeded,Some criminals are elected.,Some criminals are proceeded.,-23.822997093200684,-8.582775115966797,-2.3350586891174316,0.0,4,1,-32.604119300842285,-14.332775115966797,-5.366180896759033,0.0,4,1,8.781122207641602,5.75,3.0311222076416016,0.0,1
head/passive_2/353,head,passive_2,353,353,Equals weren't ,.,extracted,progressed,Equals weren't extracted.,Equals weren't progressed.,-27.08066226541996,-9.165472030639648,-2.2816734313964844,0.0,4,1,-31.76709558069706,-13.806097030639648,-2.327481746673584,0.0,4,1,4.6864333152771,4.640625,0.04580831527709961,0.0,1
head/passive_2/354,head,passive_2,354,354,Many angels are ,.,barred,arrived,Many angels are barred.,Many angels are arrived.,-27.077267169952393,-10.405338287353516,-3.6390416622161865,0.0,4,1,-25.905553102493286,-10.155338287353516,-2.71732759475708,0.0,4,1,-1.1717140674591064,-0.25,-0.9217140674591064,0.0,0
head/passive_2/355,head,passive_2,355,355,Chad is ,.,welcomed,vanished,Chad is welcomed.,Chad is vanished.,-24.108221292495728,-9.607766151428223,-3.769453287124634,0.0,4,1,-25.785557866096497,-13.537453651428223,-1.5171023607254028,0.0,4,1,1.677336573600769,3.9296875,-2.252350926399231,0.0,1
head/passive_2/356,head,passive_2,356,356,Kevin's cousin is ,.,curved,screamed,Kevin's cousin is curved.,Kevin's cousin is screamed.,-33.81196641921997,-15.156489372253418,-2.9347219467163086,0.0,5,1,-34.80665040016174,-15.604731559753418,-3.481163740158081,0.0,5,1,0.9946839809417725,0.4482421875,0.5464417934417725,0.0,1
head/passive_2/357,head,passive_2,357,357,Some student was ,.,completed,struggled,Some student was completed.,Some student was struggled.,-29.51128888130188,-11.696577072143555,-3.2247560024261475,0.0,4,1,-31.839860200881958,-13.352827072143555,-3.8970773220062256,0.0,4,1,2.328571319580078,1.65625,0.6723213195800781,0.0,1
head/passive_2/358,head,passive_2,358,358,Some kindergarten wasn't ,.,placed,remained,Some kindergarten wasn't placed.,Some kindergarten wasn't remained.,-38.66822236776352,-9.040976524353027,-4.403919696807861,0.0,6,1,-43.52722901105881,-15.533164024353027,-2.7707388401031494,0.0,6,1,4.859006643295288,6.4921875,-1.633180856704712,0.0,1
head/passive_2/359,head,passive_2,359,359,Some conference isn't ,.,utilized,reacted,Some conference isn't utilized.,Some conference isn't reacted.,-37.32531535625458,-12.325933456420898,-3.1888909339904785,0.0,5,1,-40.759103178977966,-14.732183456420898,-4.216428756713867,0.0,5,1,3.4337878227233887,2.40625,1.0275378227233887,0.0,1
head/passive_2/360,head,passive_2,360,360,This astronaut isn't ,.,suspended,struggled,This astronaut isn't suspended.,This astronaut isn't struggled.,-33.60474336147308,-10.511726379394531,-3.6814513206481934,0.0,5,1,-39.906713366508484,-16.64844512939453,-3.8467025756835938,0.0,5,1,6.3019700050354,6.13671875,0.1652512550354004,0.0,1
head/passive_2/361,head,passive_2,361,361,Some chain is ,.,loved,emerged,Some chain is loved.,Some chain is emerged.,-30.519802570343018,-10.748493194580078,-3.1242246627807617,0.0,4,1,-31.383264541625977,-12.514118194580078,-2.2220616340637207,0.0,4,1,0.863461971282959,1.765625,-0.902163028717041,0.0,1
head/passive_2/362,head,passive_2,362,362,Anime is ,.,updated,progressed,Anime is updated.,Anime is progressed.,-26.272567749023438,-9.734023094177246,-4.732254981994629,0.0,4,1,-28.393497943878174,-13.452773094177246,-3.1344351768493652,0.0,4,1,2.1209301948547363,3.71875,-1.5978198051452637,0.0,1
head/passive_2/363,head,passive_2,363,363,Some military was ,.,omitted,proceeded,Some military was omitted.,Some military was proceeded.,-29.1156587600708,-9.804211616516113,-2.15313720703125,0.0,4,1,-33.23665475845337,-12.991711616516113,-3.0866332054138184,0.0,4,1,4.120995998382568,3.1875,0.9334959983825684,0.0,1
head/passive_2/364,head,passive_2,364,364,All photographers weren't ,.,drowned,screamed,All photographers weren't drowned.,All photographers weren't screamed.,-34.00073492527008,-11.47623348236084,-1.944836139678955,0.0,5,1,-39.808751702308655,-13.44498348236084,-5.784102916717529,0.0,5,1,5.808016777038574,1.96875,3.839266777038574,0.0,1
head/passive_2/365,head,passive_2,365,365,These architects aren't ,.,honored,died,These architects aren't honored.,These architects aren't died.,-32.13210767507553,-11.012943267822266,-3.1764793395996094,0.0,5,1,-36.79301065206528,-14.606693267822266,-4.2436323165893555,0.0,5,1,4.660902976989746,3.59375,1.067152976989746,0.0,1
head/passive_2/366,head,passive_2,366,366,Followers are ,.,saturated,lied,Followers are saturated.,Followers are lied.,-22.161005973815918,-10.765386581420898,-2.75380802154541,0.0,4,1,-26.39983320236206,-13.077886581420898,-4.680135250091553,0.0,4,1,4.238827228546143,2.3125,1.9263272285461426,0.0,1
head/passive_2/367,head,passive_2,367,367,A seminary isn't ,.,accomplished,occurred,A seminary isn't accomplished.,A seminary isn't occurred.,-39.45274931192398,-11.91436767578125,-4.920228004455566,0.0,6,1,-41.77656275033951,-16.67864990234375,-2.4797592163085938,0.0,6,1,2.3238134384155273,4.7642822265625,-2.4404687881469727,0.0,1
head/passive_2/368,head,passive_2,368,368,A cautious is ,.,adjusted,competed,A cautious is adjusted.,A cautious is competed.,-37.80336856842041,-12.754854202270508,-3.618070602416992,0.0,4,1,-40.92877197265625,-16.257783889770508,-3.240544319152832,0.0,4,1,3.12540340423584,3.5029296875,-0.37752628326416016,0.0,1
head/passive_2/369,head,passive_2,369,369,That inability isn't ,.,treated,remained,That inability isn't treated.,That inability isn't remained.,-36.63918578624725,-10.762591361999512,-4.039392948150635,0.0,5,1,-40.336477398872375,-15.246966361999512,-3.252309560775757,0.0,5,1,3.697291612625122,4.484375,-0.7870833873748779,0.0,1
head/passive_2/370,head,passive_2,370,370,This wholesale is ,.,originated,progressed,This wholesale is originated.,This wholesale is progressed.,-35.29360246658325,-11.574065208435059,-5.880734920501709,0.0,4,1,-36.69011831283569,-14.105315208435059,-4.74600076675415,0.0,4,1,1.3965158462524414,2.53125,-1.1347341537475586,0.0,1
head/passive_2/371,head,passive_2,371,371,Some plaintiffs were ,.,implied,remarked,Some plaintiffs were implied.,Some plaintiffs were remarked.,-29.921547889709473,-11.688655853271484,-5.365202903747559,0.0,4,1,-31.72976589202881,-13.344905853271484,-5.5171709060668945,0.0,4,1,1.808218002319336,1.65625,0.15196800231933594,0.0,1
head/passive_2/372,head,passive_2,372,372,Edward isn't ,.,achieved,responded,Edward isn't achieved.,Edward isn't responded.,-24.904716454446316,-13.543802261352539,-2.9455654621124268,0.0,4,1,-24.964275799691677,-13.418802261352539,-3.130124807357788,0.0,4,1,0.05955934524536133,-0.125,0.18455934524536133,0.0,1
head/passive_2/373,head,passive_2,373,373,These doctors' cousins weren't ,.,lent,died,These doctors' cousins weren't lent.,These doctors' cousins weren't died.,-53.740068442653865,-13.8879976272583,-4.144193172454834,0.0,7,1,-52.40005684597418,-13.2161226272583,-3.4760565757751465,0.0,7,1,-1.3400115966796875,-0.671875,-0.6681365966796875,0.0,0
head/passive_2/374,head,passive_2,374,374,A lot of peers weren't ,.,paid,died,A lot of peers weren't paid.,A lot of peers weren't died.,-36.20352087914944,-7.974615097045898,-3.170123815536499,0.0,7,1,-41.02316366136074,-13.052740097045898,-2.9116415977478027,0.0,7,1,4.819642782211304,5.078125,-0.2584822177886963,0.0,1
head/passive_2/375,head,passive_2,375,375,Every carpenter isn't ,.,overcome,remarked,Every carpenter isn't overcome.,Every carpenter isn't remarked.,-34.59333299100399,-11.38922119140625,-4.610813617706299,0.0,6,1,-37.79944632947445,-14.90484619140625,-4.301301956176758,0.0,6,1,3.206113338470459,3.515625,-0.309511661529541,0.0,1
head/passive_2/376,head,passive_2,376,376,Every fatty's ex-girlfriends aren't ,.,weighted,laughed,Every fatty's ex-girlfriends aren't weighted.,Every fatty's ex-girlfriends aren't laughed.,-56.08715131133795,-12.031417846679688,-3.4259419441223145,0.0,10,1,-62.29136111587286,-13.109542846679688,-8.552026748657227,0.0,10,1,6.204209804534912,1.078125,5.126084804534912,0.0,1
head/passive_2/377,head,passive_2,377,377,Every senator wasn't ,.,embedded,struggled,Every senator wasn't embedded.,Every senator wasn't struggled.,-39.285498440265656,-13.285253524780273,-4.029199123382568,0.0,5,1,-43.04643756151199,-17.250097274780273,-3.8252944946289062,0.0,5,1,3.760939121246338,3.96484375,-0.2039046287536621,0.0,1
head/passive_2/378,head,passive_2,378,378,Many wolves were ,.,baby-sat,existed,Many wolves were baby-sat.,Many wolves were existed.,-38.39103090763092,-19.53609025478363,-4.784443378448486,0.0,6,3,-30.198750734329224,-13.125415802001953,-3.002837657928467,0.0,4,1,-8.192280173301697,-6.410674452781677,-1.7816057205200195,0.0,0
head/passive_2/379,head,passive_2,379,379,Eric was ,.,evacuated,lied,Eric was evacuated.,Eric was lied.,-19.171050548553467,-10.576168060302734,-3.637298107147217,0.0,3,1,-19.577949047088623,-11.388668060302734,-3.231696605682373,0.0,3,1,0.40689849853515625,0.8125,-0.40560150146484375,0.0,1
head/passive_2/380,head,passive_2,380,380,This bureaucracy wasn't ,.,originated,competed,This bureaucracy wasn't originated.,This bureaucracy wasn't competed.,-37.230020463466644,-11.032374382019043,-5.602059364318848,0.0,5,1,-37.88141006231308,-13.516749382019043,-3.769073963165283,0.0,5,1,0.6513895988464355,2.484375,-1.8329854011535645,0.0,1
head/passive_2/381,head,passive_2,381,381,Some finalists are ,.,weighed,laughed,Some finalists are weighed.,Some finalists are laughed.,-33.54433274269104,-10.628331184387207,-4.740095615386963,0.0,5,1,-40.163461446762085,-13.409581184387207,-8.577974319458008,0.0,5,1,6.619128704071045,2.78125,3.837878704071045,0.0,1
head/passive_2/382,head,passive_2,382,382,Lawmakers are ,.,adjusted,emerged,Lawmakers are adjusted.,Lawmakers are emerged.,-28.270535945892334,-14.48327350616455,-3.7653393745422363,0.0,4,1,-29.713013172149658,-15.73327350616455,-3.9578166007995605,0.0,4,1,1.4424772262573242,1.25,0.19247722625732422,0.0,1
head/passive_2/383,head,passive_2,383,383,The creditors aren't ,.,honored,arrived,The creditors aren't honored.,The creditors aren't arrived.,-33.589254915714264,-11.339859008789062,-1.5653666257858276,0.0,5,1,-37.82549327611923,-14.769546508789062,-2.371917486190796,0.0,5,1,4.236238360404968,3.4296875,0.8065508604049683,0.0,1
head/passive_2/384,head,passive_2,384,384,A legion is ,.,furnished,remarked,A legion is furnished.,A legion is remarked.,-28.864140272140503,-10.33950138092041,-4.338592052459717,0.0,5,1,-29.73740315437317,-12.05825138092041,-3.493104934692383,0.0,5,1,0.873262882232666,1.71875,-0.845487117767334,0.0,1
head/passive_2/385,head,passive_2,385,385,Sunglasses are ,.,situated,existed,Sunglasses are situated.,Sunglasses are existed.,-27.994030475616455,-11.614059448242188,-5.051778793334961,0.0,5,1,-28.842419624328613,-14.231246948242188,-3.282980442047119,0.0,5,1,0.8483891487121582,2.6171875,-1.7687983512878418,0.0,1
head/passive_2/386,head,passive_2,386,386,Some lecturer was ,.,stationed,replied,Some lecturer was stationed.,Some lecturer was replied.,-31.895458221435547,-9.405467987060547,-6.018211841583252,0.0,5,1,-32.171486139297485,-12.405467987060547,-3.2942397594451904,0.0,5,1,0.2760279178619385,3.0,-2.7239720821380615,0.0,1
head/passive_2/387,head,passive_2,387,387,Many shoes aren't ,.,scored,vanished,Many shoes aren't scored.,Many shoes aren't vanished.,-30.38509413599968,-10.62816333770752,-2.557175397872925,0.0,5,1,-32.714459866285324,-13.48753833770752,-2.0271661281585693,0.0,5,1,2.3293657302856445,2.859375,-0.5300092697143555,0.0,1
head/passive_2/388,head,passive_2,388,388,A lot of consultants are ,.,prosecuted,reacted,A lot of consultants are prosecuted.,A lot of consultants are reacted.,-36.74747659265995,-13.951700210571289,-2.968754768371582,0.0,6,1,-37.92609216272831,-13.943887710571289,-4.155182838439941,0.0,6,1,1.1786155700683594,-0.0078125,1.1864280700683594,0.0,1
head/passive_2/389,head,passive_2,389,389,This client wasn't ,.,summoned,responded,This client wasn't summoned.,This client wasn't responded.,-30.607320457696915,-10.5043363571167,-2.9440841674804688,0.0,5,1,-33.45482888817787,-10.8168363571167,-5.479092597961426,0.0,5,1,2.847508430480957,0.3125,2.535008430480957,0.0,1
head/passive_2/390,head,passive_2,390,390,These devils' employee wasn't ,.,evaluated,proceeded,These devils' employee wasn't evaluated.,These devils' employee wasn't proceeded.,-53.26714179292321,-11.397207260131836,-2.897411823272705,0.0,8,1,-58.12394616380334,-14.975332260131836,-4.176091194152832,0.0,8,1,4.856804370880127,3.578125,1.278679370880127,0.0,1
